task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5235174004860611,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5536978607164844,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.519602532226631,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.6318958998139657,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.535544552309394,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5682949057432813,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.4337952461753452,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.3627038330743246,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5867947030015275,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.7003966686193956,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5134860180530405,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.483880491495849,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.4049947097941578,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.3831228959109944,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.3746315541400848,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.4254959095609845,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5820921283553451,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5180685749190364,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5893172329966656,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.6135854507257149,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.3269764368999479,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5161418505798964,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.6104497697007443,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.1737904068182558,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.551559461338132,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5422607093496681,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.5854707199648017,-1,-1,-1,-1,-1,-1
regression,friedman1,0,LBS,R2,8,8,-1,-1,0.6028614424143146,-1,-1,-1,-1,-1,-1
