,task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
166,classification,heart,8,DT,AUC,11,12,None,0.947875,0.75275,0.0003840923309326,0.0001165866851806,0.0003839499999997,0.0001167699999999,,
167,classification,heart,8,HS (CART),AUC,11,12,10.0,0.941625,0.76475,0.0002171993255615,0.0001137256622314,0.0002175499999994,0.0001141000000002,0.0168073177337646,0.0168076799999994
168,classification,heart,8,DT,AUC,14,15,None,0.9569375,0.7235,0.0004029273986816,0.0001165866851806,0.0004025299999996,0.0001172099999999,,
169,classification,heart,8,HS (CART),AUC,14,15,100.0,0.9366875,0.7765,0.0002543926239013,0.0001139640808105,0.0002546699999994,0.0001145500000001,0.0175623893737792,0.0175626099999997
170,classification,heart,8,DT,AUC,19,20,None,0.97225,0.67275,0.0004000663757324,0.0001153945922851,0.0003998599999999,0.00011589,,
171,classification,heart,8,HS (CART),AUC,19,20,1.0,0.967,0.71975,0.0003058910369873,0.0001132488250732,0.0003062299999996,0.00011383,0.0187394618988037,0.01873929
172,classification,heart,8,DT,AUC,23,24,None,0.9985,0.6995,0.0004193782806396,0.0001165866851806,0.0004193099999998,0.0001169699999996,,
173,classification,heart,8,HS (CART),AUC,23,24,50.0,0.979,0.767,0.0003550052642822,0.0001149177551269,0.0003554699999996,0.0001153999999994,0.0193531513214111,0.0193532599999999
174,classification,heart,8,DT,AUC,27,28,None,0.9999375,0.67,0.0004248619079589,0.000117540359497,0.0004249200000003,0.0001177400000003,,
175,classification,heart,8,HS (CART),AUC,27,28,10.0,0.9999375,0.75825,0.0004091262817382,0.0001170635223388,0.0004096100000001,0.0001176499999999,0.0195329189300537,0.0195535499999994
176,classification,heart,8,DT,AUC,29,30,None,1.0,0.7025,0.0004289150238037,0.0001187324523925,0.0004288600000004,0.0001191899999994,,
177,classification,heart,8,HS (CART),AUC,29,30,50.0,0.98475,0.7795,0.0006999969482421,0.0001335144042968,0.0007708299999995,0.00015461,0.0193414688110351,0.0193413800000001
178,classification,heart,8,DT,AUC,28,32,None,1.0,0.7025,0.0004405975341796,0.0001170635223388,0.00044032,0.0001173000000003,,
179,classification,heart,8,HS (CART),AUC,28,32,25.0,0.9965,0.7735000000000001,0.0004160404205322,0.0001170635223388,0.0004164500000003,0.0001174800000001,0.0192432403564453,0.0192432099999999
180,classification,heart,9,DT,AUC,1,2,None,0.75125,0.7750000000000001,0.0002553462982177,0.0001099109649658,0.0002554800000007,0.0001105099999998,,
181,classification,heart,9,HS (CART),AUC,1,2,0.1,0.75125,0.7750000000000001,8.606910705566406e-05,0.0001077651977539,8.62100000000865e-05,0.0001082600000001,0.0127816200256347,0.0127814300000004
182,classification,heart,9,DT,AUC,3,4,None,0.8488125,0.8125,0.0003092288970947,0.0001137256622314,0.0003089699999998,0.0001139999999999,,
183,classification,heart,9,HS (CART),AUC,3,4,25.0,0.8488125,0.8125,0.0001156330108642,0.0001111030578613,0.0001157499999999,0.0001115899999994,0.0142858028411865,0.0142796400000007
184,classification,heart,9,DT,AUC,7,8,None,0.9183125,0.8327499999999999,0.0003514289855957,0.0001146793365478,0.0003512499999995,0.0001151399999992,,
185,classification,heart,9,HS (CART),AUC,7,8,50.0,0.9071875,0.8472499999999998,0.0001640319824218,0.0001122951507568,0.00016441,0.0001128399999998,0.0156009197235107,0.0156010499999998
186,classification,heart,9,DT,AUC,11,12,None,0.9459375,0.8444999999999999,0.0003626346588134,0.0001189708709716,0.0003627399999999,0.0001194900000003,,
187,classification,heart,9,HS (CART),AUC,11,12,10.0,0.9311875,0.8574999999999999,0.0002310276031494,0.0001254081726074,0.0002312500000005,0.0001262299999993,0.0178229808807373,0.0178112500000002
188,classification,heart,9,DT,AUC,14,15,None,0.9638125,0.8377500000000001,0.0004701614379882,0.0001463890075683,0.0004695699999999,0.0001466199999997,,
189,classification,heart,9,HS (CART),AUC,14,15,50.0,0.9440625,0.8647499999999999,0.0002548694610595,0.0001158714294433,0.0002552999999991,0.0001164500000001,0.0178115367889404,0.0178125800000001
190,classification,heart,9,DT,AUC,19,20,None,0.9750625000000002,0.6925,0.0004537105560302,0.0001475811004638,0.0004535099999998,0.0001481000000005,,
191,classification,heart,9,HS (CART),AUC,19,20,10.0,0.9515625,0.84625,0.0003221035003662,0.0001153945922851,0.0003225799999997,0.0001161000000005,0.0188024044036865,0.0187922699999996
192,classification,heart,9,DT,AUC,23,24,None,0.9896875,0.763,0.0004661083221435,0.00014328956604,0.0004656799999995,0.0001436200000002,,
193,classification,heart,9,HS (CART),AUC,23,24,0.1,0.9895625,0.80925,0.0003664493560791,0.000117540359497,0.0003664299999996,0.0001181099999998,0.019172191619873,0.0191728500000003
194,classification,heart,9,DT,AUC,27,28,None,0.993,0.7052499999999999,0.0004775524139404,0.0001420974731445,0.0004771699999999,0.0001426399999999,,
195,classification,heart,9,HS (CART),AUC,27,28,10.0,0.98625,0.83,0.0004091262817382,0.0001165866851806,0.0004094299999994,0.0001172900000003,0.0194818973541259,0.0194827999999995
196,classification,heart,9,DT,AUC,29,30,None,0.996125,0.692,0.0004525184631347,0.0001373291015625,0.0004520499999998,0.00013752,,
197,classification,heart,9,HS (CART),AUC,29,30,100.0,0.963125,0.84575,0.0004372596740722,0.0001170635223388,0.0004375700000007,0.0001177299999994,0.0196285247802734,0.0198102100000001
198,classification,heart,9,DT,AUC,31,32,None,0.9995,0.72775,0.0004713535308837,0.0001437664031982,0.00047116,0.0001443200000004,,
199,classification,heart,9,HS (CART),AUC,31,32,100.0,0.9665,0.854,0.000457763671875,0.0001187324523925,0.000458,0.0001192200000001,0.0190718173980712,0.0190730100000005
200,classification,heart,10,DT,AUC,1,2,None,0.815,0.6475,0.0002870559692382,0.0001280307769775,0.0002867599999998,0.0001285099999996,,
201,classification,heart,10,HS (CART),AUC,1,2,50.0,0.815,0.6475,9.703636169433594e-05,0.0001146793365478,9.742000000034778e-05,0.0001149800000002,0.0134425163269042,0.0134427300000004
202,classification,heart,10,DT,AUC,3,4,None,0.861625,0.6732499999999999,0.0003302097320556,0.0001337528228759,0.0003296700000001,0.0001341400000001,,
203,classification,heart,10,HS (CART),AUC,3,4,50.0,0.861625,0.6732499999999999,0.0001306533813476,0.0001173019409179,0.0001308300000006,0.0001179200000001,0.0147807598114013,0.0147812899999992
204,classification,heart,10,DT,AUC,7,8,None,0.924625,0.7032499999999999,0.0004279613494873,0.0001304149627685,0.0004276,0.0001308899999994,,
205,classification,heart,10,HS (CART),AUC,7,8,100.0,0.921,0.70575,0.0001733303070068,0.0001173019409179,0.00017346,0.0001177100000004,0.0162932872772216,0.0162939799999994
206,classification,heart,10,DT,AUC,11,12,None,0.939375,0.6317499999999999,0.0004074573516845,0.0001358985900878,0.0004074499999999,0.0001364399999994,,
207,classification,heart,10,HS (CART),AUC,11,12,25.0,0.92925,0.6982499999999999,0.0002179145812988,0.0001125335693359,0.0002184300000003,0.0001133300000004,0.0169150829315185,0.0169093399999997
208,classification,heart,10,DT,AUC,14,15,None,0.962625,0.70025,0.0004599094390869,0.0001389980316162,0.0004595800000002,0.00013926,,
209,classification,heart,10,HS (CART),AUC,14,15,10.0,0.945375,0.758,0.0002555847167968,0.0001153945922851,0.0002553299999998,0.0001160499999999,0.0176608562469482,0.0176610799999998
210,classification,heart,10,DT,AUC,19,20,None,0.9816875,0.7095,0.0004458427429199,0.0001373291015625,0.00044543,0.0001376300000002,,
211,classification,heart,10,HS (CART),AUC,19,20,25.0,0.9589375,0.797,0.0003135204315185,0.0001156330108642,0.0003139399999998,0.0001158600000001,0.0186927318572998,0.0186925900000005
212,classification,heart,10,DT,AUC,23,24,None,0.9894375,0.68725,0.000490665435791,0.0001397132873535,0.0004897699999997,0.0001406900000002,,
213,classification,heart,10,HS (CART),AUC,23,24,100.0,0.9579375,0.77,0.0003631114959716,0.0001156330108642,0.0003635199999996,0.0001159899999993,0.019141674041748,0.0191420899999998
214,classification,heart,10,DT,AUC,27,28,None,0.998375,0.6655,0.0004405975341796,0.0001177787780761,0.0004402399999996,0.0001179699999998,,
215,classification,heart,10,HS (CART),AUC,27,28,10.0,0.991875,0.7705,0.0004055500030517,0.0001165866851806,0.00040612,0.0001173599999999,0.0192348957061767,0.0192353399999998
216,classification,heart,10,DT,AUC,29,30,None,0.99975,0.6675,0.0004754066467285,0.0001301765441894,0.0004751199999999,0.0001309899999997,,
217,classification,heart,10,HS (CART),AUC,29,30,0.1,0.99975,0.7715,0.0004341602325439,0.0001194477081298,0.0004343699999997,0.0001197500000005,0.0197622776031494,0.0199316600000001
218,classification,heart,10,DT,AUC,30,32,None,1.0,0.68,0.0004541873931884,0.0001189708709716,0.0004538900000001,0.0001195499999999,,
219,classification,heart,10,HS (CART),AUC,30,32,1.0,1.0,0.7767499999999999,0.0004477500915527,0.0001201629638671,0.00044836,0.0001205799999999,0.0193850994110107,0.0193856200000004
220,classification,heart,11,DT,AUC,1,2,None,0.73125,0.8150000000000001,0.0002689361572265,0.000112771987915,0.0002686700000005,0.0001129300000002,,
221,classification,heart,11,HS (CART),AUC,1,2,1.0,0.73125,0.8150000000000001,9.322166442871094e-05,0.0001082420349121,9.347999999942402e-05,0.0001084399999999,0.0128998756408691,0.01289972
222,classification,heart,11,DT,AUC,3,4,None,0.8125624999999999,0.8125,0.0003125667572021,0.0001125335693359,0.00031259,0.0001128899999995,,
223,classification,heart,11,HS (CART),AUC,3,4,50.0,0.8125624999999999,0.8125,0.0001201629638671,0.0001099109649658,0.0001204699999997,0.0001108699999994,0.0142180919647216,0.0142187800000002
224,classification,heart,11,DT,AUC,7,8,None,0.8788125,0.8052500000000001,0.0003585815429687,0.0001142024993896,0.0003582900000003,0.0001146600000003,,
225,classification,heart,11,HS (CART),AUC,7,8,1.0,0.8788125,0.8045000000000001,0.0001680850982666,0.0001132488250732,0.0001681900000001,0.0001137199999998,0.0156188011169433,0.0156189099999997
226,classification,heart,11,DT,AUC,11,12,None,0.9414375,0.7967500000000001,0.0003972053527832,0.0001165866851806,0.0003973899999998,0.0001171600000002,,
227,classification,heart,11,HS (CART),AUC,11,12,50.0,0.9228125,0.8690000000000002,0.0002157688140869,0.0001218318939208,0.0002163399999997,0.00012232,0.0168588161468505,0.0168587999999996
228,classification,heart,11,DT,AUC,14,15,None,0.956125,0.7975000000000001,0.0004992485046386,0.0001356601715087,0.0004895200000003,0.0001362699999996,,
229,classification,heart,11,HS (CART),AUC,14,15,25.0,0.943625,0.871,0.0002579689025878,0.0001208782196044,0.0002584399999996,0.0001215300000003,0.0177152156829834,0.0177158999999997
230,classification,heart,11,DT,AUC,19,20,None,0.9704375,0.7685,0.0004777908325195,0.0001389980316162,0.0004777000000002,0.0001395099999994,,
231,classification,heart,11,HS (CART),AUC,19,20,50.0,0.9471875,0.88425,0.0003223419189453,0.0001177787780761,0.0003227099999998,0.0001185000000001,0.0192248821258544,0.0192261599999996
232,classification,heart,11,DT,AUC,23,24,None,0.981375,0.7015,0.0005378723144531,0.0001416206359863,0.0005376699999999,0.0001418599999993,,
233,classification,heart,11,HS (CART),AUC,23,24,0.1,0.981375,0.7065,0.0003714561462402,0.0001187324523925,0.0003718299999997,0.0001193700000001,0.0199689865112304,0.0199606399999998
234,classification,heart,11,DT,AUC,27,28,None,0.9935625,0.7235,0.0005526542663574,0.0001552104949951,0.0005523899999992,0.0001557700000001,,
235,classification,heart,11,HS (CART),AUC,27,28,50.0,0.9676875,0.88,0.000417947769165,0.0001163482666015,0.0004180500000003,0.0001167200000002,0.0194535255432128,0.0194535399999997
236,classification,heart,11,DT,AUC,29,30,None,0.9968125,0.68825,0.0004942417144775,0.0001347064971923,0.0004941900000003,0.0001349199999998,,
237,classification,heart,11,HS (CART),AUC,29,30,25.0,0.9878125,0.86375,0.0004427433013916,0.0001275539398193,0.0004432000000003,0.0001282400000004,0.0198731422424316,0.0200807200000001
238,classification,heart,11,DT,AUC,31,32,None,0.9976875,0.70925,0.0005023479461669,0.0001399517059326,0.0005019500000003,0.0001402599999993,,
239,classification,heart,11,HS (CART),AUC,31,32,1.0,0.9940625,0.84325,0.0004653930664062,0.0001173019409179,0.0004655600000003,0.0001177999999999,0.019421100616455,0.0194209799999995
240,classification,heart,12,DT,AUC,1,2,None,0.74625,0.745,0.0002779960632324,0.0001275539398193,0.0002781099999999,0.0001282599999994,,
241,classification,heart,12,HS (CART),AUC,1,2,1.0,0.74625,0.745,9.489059448242188e-05,0.0001144409179687,9.522000000039554e-05,0.0001147700000005,0.0134847164154052,0.0134847700000007
242,classification,heart,12,DT,AUC,3,4,None,0.8416874999999999,0.8467499999999999,0.0004305839538574,0.0001382827758789,0.0004292299999999,0.0001387299999997,,
243,classification,heart,12,HS (CART),AUC,3,4,0.1,0.8416874999999999,0.8467499999999999,0.0001227855682373,0.0001161098480224,0.0001232299999998,0.0001165800000002,0.0149314403533935,0.0149316400000003
244,classification,heart,12,DT,AUC,7,8,None,0.9024375,0.8872499999999999,0.0003659725189208,0.0001263618469238,0.0003655699999995,0.00012685,,
245,classification,heart,12,HS (CART),AUC,7,8,25.0,0.9004375,0.8872499999999999,0.0001721382141113,0.0001180171966552,0.0001725099999996,0.0001184299999996,0.0164048671722412,0.0164051
246,classification,heart,12,DT,AUC,11,12,None,0.95425,0.86975,0.0003995895385742,0.0001327991485595,0.0003992199999993,0.0001332500000001,,
247,classification,heart,12,HS (CART),AUC,11,12,10.0,0.952625,0.886,0.0002408027648925,0.0001192092895507,0.0002416800000002,0.0001198899999996,0.0177490711212158,0.0177497500000001
248,classification,heart,12,DT,AUC,14,15,None,0.9684375,0.8647500000000001,0.0003821849822998,0.0001158714294433,0.0003821400000001,0.0001165000000007,,
249,classification,heart,12,HS (CART),AUC,14,15,10.0,0.9664375,0.89025,0.000256061553955,0.000115156173706,0.00025647,0.0001156099999999,0.0180275440216064,0.0180279699999994
250,classification,heart,12,DT,AUC,19,20,None,0.98525,0.82525,0.0004277229309082,0.0001370906829833,0.0004273699999997,0.0001375299999999,,
251,classification,heart,12,HS (CART),AUC,19,20,100.0,0.951375,0.88475,0.000321626663208,0.0001194477081298,0.0003221199999998,0.00011954,0.0195891857147216,0.0195907799999996
252,classification,heart,12,DT,AUC,23,24,None,0.99125,0.85475,0.0004329681396484,0.0001349449157714,0.0004324999999996,0.0001353800000005,,
253,classification,heart,12,HS (CART),AUC,23,24,100.0,0.955875,0.8915000000000001,0.0003628730773925,0.0001153945922851,0.0003634199999993,0.0001159299999997,0.0195240974426269,0.0195248000000001
254,classification,heart,12,DT,AUC,27,28,None,0.99625,0.8644999999999999,0.0003926753997802,0.0001168251037597,0.0003926400000002,0.0001171800000001,,
255,classification,heart,12,HS (CART),AUC,27,28,50.0,0.97125,0.8925000000000001,0.0004107952117919,0.0001163482666015,0.0004109699999998,0.0001168299999996,0.0193426609039306,0.0193430299999999
256,classification,heart,12,DT,AUC,29,30,None,0.9966875,0.81875,0.0003929138183593,0.000117540359497,0.0003927700000003,0.0001178900000002,,
257,classification,heart,12,HS (CART),AUC,29,30,25.0,0.9864375,0.89475,0.0004379749298095,0.000117540359497,0.0004384600000006,0.0001181199999997,0.0200557708740234,0.0202769699999993
258,classification,heart,12,DT,AUC,31,32,None,0.9996875,0.813,0.0005328655242919,0.0001556873321533,0.0005325000000002,0.0001560999999998,,
259,classification,heart,12,HS (CART),AUC,31,32,25.0,0.9923125,0.8905000000000001,0.0004594326019287,0.0001170635223388,0.0004598999999991,0.0001177500000002,0.0201656818389892,0.0201661599999996
260,classification,heart,13,DT,AUC,1,2,None,0.785,0.7075,0.0002603530883789,0.0001113414764404,0.0002603199999997,0.0001115500000006,,
261,classification,heart,13,HS (CART),AUC,1,2,10.0,0.785,0.7075,9.226799011230467e-05,0.0001099109649658,9.284999999970012e-05,0.0001109299999999,0.0133438110351562,0.0133366700000001
262,classification,heart,13,DT,AUC,3,4,None,0.8909374999999999,0.7042500000000002,0.0003256797790527,0.0001146793365478,0.00032545,0.0001152199999996,,
263,classification,heart,13,HS (CART),AUC,3,4,0.1,0.8909374999999999,0.7042500000000002,0.0001180171966552,0.0001113414764404,0.0001184799999993,0.0001118799999995,0.0143525600433349,0.0143521699999995
264,classification,heart,13,DT,AUC,7,8,None,0.9206875,0.7132500000000002,0.0004127025604248,0.0001389980316162,0.0004125299999993,0.0001395699999999,,
265,classification,heart,13,HS (CART),AUC,7,8,50.0,0.9168125,0.7032500000000002,0.0002636909484863,0.0001540184020996,0.0002641700000003,0.00015461,0.0157458782196044,0.01574614
266,classification,heart,13,DT,AUC,11,12,None,0.9638125,0.75625,0.0004596710205078,0.0001335144042968,0.0004592599999995,0.0001341300000001,,
267,classification,heart,13,HS (CART),AUC,11,12,10.0,0.9580625,0.75175,0.0002148151397705,0.0001134872436523,0.0002150900000001,0.0001138100000002,0.0175273418426513,0.0175275499999996
268,classification,heart,13,DT,AUC,14,15,None,0.971625,0.8135,0.0004112720489501,0.0001332759857177,0.0004110199999995,0.0001337999999995,,
269,classification,heart,13,HS (CART),AUC,14,15,10.0,0.960125,0.75475,0.0003437995910644,0.0001280307769775,0.0003441999999997,0.0001283800000004,0.0183911323547363,0.0183911199999995
270,classification,heart,13,DT,AUC,19,20,None,0.990375,0.783,0.0004565715789794,0.0001361370086669,0.0004560700000002,0.0001363799999998,,
271,classification,heart,13,HS (CART),AUC,19,20,50.0,0.975625,0.7522500000000001,0.0003097057342529,0.0001153945922851,0.0003101600000006,0.0001158400000003,0.0191431045532226,0.0191432799999997
272,classification,heart,13,DT,AUC,23,24,None,0.9951875,0.737,0.0004429817199707,0.0001306533813476,0.0004427899999992,0.0001313300000003,,
273,classification,heart,13,HS (CART),AUC,23,24,10.0,0.9875625,0.762,0.0003809928894042,0.0001289844512939,0.0003818000000004,0.0001297299999993,0.0203590393066406,0.0203595999999999
274,classification,heart,13,DT,AUC,27,28,None,0.997125,0.7080000000000001,0.0004177093505859,0.0001184940338134,0.00041752,0.0001190300000004,,
275,classification,heart,13,HS (CART),AUC,27,28,1.0,0.995,0.7415,0.0004076957702636,0.0001163482666015,0.0004081300000002,0.0001167799999999,0.0196685791015625,0.0196691299999995
276,classification,heart,13,DT,AUC,29,30,None,0.9999375,0.7160000000000001,0.0004293918609619,0.0001187324523925,0.0004291799999993,0.0001191299999998,,
