task,dataset,boot_iter,algorithm,scoring,n_leaves,max_leaves,regularization,train_score,test_score,train_wall_time,test_wall_time,train_cpu_time,test_cpu_time,tunning_wall_time,tunning_cpu_time
classification,heart,0,HS (CART),AUC,27,28,100.0,0.951125,0.80525,0.0004100799560546875,0.00011706352233886719,0.00041042000000857115,0.00011772999999948297,0.020356178283691406,0.020356305999996493
classification,heart,0,HS (CART-CCP),AUC,27,28,0.1,0.995,0.688,0.00042176246643066406,0.00012087821960449219,0.00042206000000533095,0.00012121999998271349,0.12076568603515625,0.12071472299999186
classification,heart,0,DT,AUC,29,30,None,0.999875,0.6925,0.00046181678771972656,0.0001232624053955078,0.00046155000001135704,0.00012401000000750173,,
classification,heart,0,CCP,AUC,30,30,0.0,1.0,0.6900000000000002,0.0003895759582519531,0.00012540817260742188,0.00039017000000285407,0.00012598999998658655,0.009658575057983398,0.009653922000012471
classification,heart,0,HS (CART),AUC,29,30,10.0,0.9998750000000001,0.78425,0.0004534721374511719,0.00011968612670898438,0.0004484199999978955,0.00012017000000241751,0.020155668258666992,0.020156154999995124
classification,heart,0,HS (CART-CCP),AUC,30,30,0.1,1.0,0.7725,0.0004546642303466797,0.00012040138244628906,0.0004549999999881038,0.0001207299999919087,0.12071824073791504,0.1207195130000116
classification,heart,0,DT,AUC,30,32,None,1.0,0.705,0.0004458427429199219,0.00012063980102539062,0.00044558999999821935,0.00012096000000383356,,
classification,heart,0,CCP,AUC,30,32,0.0,1.0,0.6925,0.00038552284240722656,0.00011491775512695312,0.000385749999992413,0.00011537000000316766,0.009572982788085938,0.009572552999998152
classification,heart,0,HS (CART),AUC,30,32,100.0,0.957875,0.8025,0.00044655799865722656,0.00011801719665527344,0.0004466299999990042,0.00011832999999228377,0.019923686981201172,0.019923765999976695
classification,heart,0,HS (CART-CCP),AUC,30,32,0.1,1.0,0.7785,0.00045561790466308594,0.00012302398681640625,0.0004562900000166792,0.0001234400000100777,0.12033939361572266,0.12033569300001545
classification,heart,0,DT,AUC,1,2,None,0.755,0.6900000000000002,0.00033402442932128906,0.0001423358917236328,0.0003335700000093311,0.0001428099999998267,,
classification,heart,0,CCP,AUC,2,2,0.04297210985735578,0.7955,0.7067500000000001,0.00040268898010253906,0.00011348724365234375,0.0004031610000083674,0.00011356000001683242,0.010088682174682617,0.010088761999980989
classification,heart,0,HS (CART),AUC,1,2,0.1,0.755,0.6900000000000002,9.322166442871094e-05,0.00010728836059570312,9.338000000980173e-05,0.00010786999999368163,0.012951135635375977,0.0129512340000133
classification,heart,0,HS (CART-CCP),AUC,2,2,0.1,0.7955,0.7067500000000001,0.00017118453979492188,0.0001506805419921875,0.00017138999999133375,0.00015129999999885513,0.11156916618347168,0.11157045000001631
classification,heart,0,DT,AUC,3,4,None,0.8607500000000001,0.74875,0.0003402233123779297,0.0001308917999267578,0.0003401300000120955,0.0001316310000163412,,
